# Version 0.0
# Observable: $ \langle p^{ch}_{T} \rangle$
# Subobservable: Leading jet $p_{T} [GeV/c]$
# Title: Away region $p_{T} > 0.2$ [GeV/c]
# XScale: linear
# YScale: linear
# XLims: 5.000000e+00 4.500000e+01
# YLims: 0.000000e+00 3.200000e+00
# xmin xmax y y_err
5.000000e+00 7.000000e+00 6.605300e-01 4.000004e-02
7.000000e+00 9.000000e+00 7.092800e-01 7.000003e-02
9.000000e+00 1.100000e+01 7.780400e-01 7.000006e-02
1.100000e+01 1.500000e+01 9.100000e-01 3.401470e-02
1.500000e+01 2.000000e+01 1.153800e+00 2.500320e-02
2.000000e+01 2.500000e+01 1.434000e+00 3.101612e-02
2.500000e+01 3.500000e+01 1.775000e+00 2.707397e-02
3.500000e+01 4.500000e+01 2.295000e+00 6.118823e-02
