# Version 0.0
# Observable: $1/N_{jets}$
# Subobservable: $z_{g}$
# Title: $R=0.4 ~ 15 < p_{T} < 20$ GeV/$c$
# XScale: linear
# YScale: log
# XLims: 1.000000e-01 5.000000e-01
# YLims: 9.000000e-01 1.100000e+01
# xmin xmax y y_err
1.000000e-01 1.500000e-01 4.827000e+00 7.885430e-02
1.500000e-01 2.000000e-01 3.577000e+00 1.556310e-01
2.000000e-01 2.500000e-01 2.613000e+00 8.161495e-02
2.500000e-01 3.000000e-01 2.091000e+00 1.442221e-01
3.000000e-01 3.500000e-01 1.749000e+00 1.991231e-01
3.500000e-01 4.000000e-01 1.719000e+00 7.741447e-02
4.000000e-01 4.500000e-01 1.475000e+00 1.681904e-01
4.500000e-01 5.000000e-01 1.656000e+00 8.769265e-02
