# Version 0.0
# Observable: $1/N_{jets}$
# Subobservable: $z_{g}$
# Title: $R=0.6 ~ 15 < p_{T} < 20$ GeV/$c$
# XScale: linear
# YScale: log
# XLims: 1.000000e-01 5.000000e-01
# YLims: 9.000000e-01 1.100000e+01
# xmin xmax y y_err
1.000000e-01 1.500000e-01 5.410000e+00 1.930389e-01
1.500000e-01 2.000000e-01 3.710000e+00 1.069205e-01
2.000000e-01 2.500000e-01 2.702000e+00 1.442810e-01
2.500000e-01 3.000000e-01 2.105000e+00 9.442987e-02
3.000000e-01 3.500000e-01 1.683000e+00 1.162110e-01
3.500000e-01 4.000000e-01 1.420000e+00 1.791005e-01
4.000000e-01 4.500000e-01 1.269000e+00 1.631104e-01
4.500000e-01 5.000000e-01 1.417000e+00 1.033925e-01
