# Version 0.0
# Observable: $\frac{1}{N_{jet}}\frac{dN}{rdr}$
# Subobservable: r
# Title: r distributions for $p_T$ bin 10.0-12.0
# XScale: linear
# YScale: log
# XLims: 0.000000e+00 3.000000e-01
# YLims: 9.000000e-01 1.100000e+03
# xmin xmax y y_err
0.000000e+00 5.000000e-02 3.000000e+02 6.312686e+01
5.000000e-02 1.000000e-01 1.397000e+02 2.555015e+01
1.000000e-01 1.500000e-01 7.770000e+01 1.214990e+01
1.500000e-01 2.000000e-01 4.550000e+01 6.527634e+00
2.000000e-01 2.500000e-01 2.430000e+01 4.130375e+00
2.500000e-01 3.000000e-01 8.040000e+00 3.263817e+00
