# Version 0.0
# Observable: $\frac{1}{N_{jet}}\frac{dN}{d\xi}$
# Subobservable: $\xi$
# Title: $\xi$ distribution for $p_T$ bin 12.0-14.5
# XScale: linear
# YScale: log
# XLims: 5.000000e-01 4.750000e+00
# YLims: 9.000000e-03 1.100000e+00
# xmin xmax y y_err
5.000000e-01 1.000000e+00 7.130000e-01 7.962412e-02
1.000000e+00 1.500000e+00 9.930000e-01 1.665893e-01
1.500000e+00 2.000000e+00 9.900000e-01 1.247878e-01
2.000000e+00 2.500000e+00 7.250000e-01 1.446790e-01
2.500000e+00 3.000000e+00 4.760000e-01 1.275657e-01
3.000000e+00 3.500000e+00 2.850000e-01 8.104937e-02
3.500000e+00 3.750000e+00 1.720000e-01 6.918092e-02
3.750000e+00 4.000000e+00 1.011000e-01 5.996541e-02
4.000000e+00 4.250000e+00 1.030000e-01 6.685058e-02
4.250000e+00 4.500000e+00 4.740000e-02 3.822565e-02
4.500000e+00 4.750000e+00 2.740000e-02 1.535094e-01
