# Version 0.0
# Observable: $ \langle \frac{dN_{ch}}{d\eta d\phi} \rangle$
# Subobservable: Leading jet $p_{T} [GeV/c]$
# Title: Transverse region $p_{T} > 0.2$ [GeV/c]
# XScale: linear
# YScale: linear
# XLims: 5.000000e+00 4.500000e+01
# YLims: 0.000000e+00 3.500000e+00
# xmin xmax y y_err
5.000000e+00 7.000000e+00 7.585000e-01 6.000033e-02
7.000000e+00 9.000000e+00 7.454000e-01 4.000012e-02
9.000000e+00 1.100000e+01 7.195000e-01 5.000040e-02
1.100000e+01 1.500000e+01 6.641000e-01 5.000040e-02
1.500000e+01 2.000000e+01 5.665000e-01 5.000090e-02
2.000000e+01 2.500000e+01 5.415000e-01 4.000800e-02
2.500000e+01 3.500000e+01 5.205000e-01 3.203514e-02
3.500000e+01 4.500000e+01 4.944000e-01 3.255764e-02
