# Version 0.0
# Observable: $\frac{1}{N_{jet}}\frac{dN}{dz_g}$
# Subobservable: $z_g$
# Title: $z_g$ distribution for $p_T$ bin 17.5-20.5
# XScale: linear
# YScale: log
# XLims: 1.000000e-01 5.000000e-01
# YLims: 9.000000e-01 1.100000e+01
# xmin xmax y y_err
1.000000e-01 1.500000e-01 4.320000e+00 4.427189e-01
1.500000e-01 2.000000e-01 3.360000e+00 3.257299e-01
2.000000e-01 2.500000e-01 2.770000e+00 2.435159e-01
2.500000e-01 3.000000e-01 2.290000e+00 1.565248e-01
3.000000e-01 3.500000e-01 2.110000e+00 2.012461e-01
3.500000e-01 4.000000e-01 1.890000e+00 2.529822e-01
4.000000e-01 4.500000e-01 1.700000e+00 1.969772e-01
4.500000e-01 5.000000e-01 1.510000e+00 3.883298e-01
