# Version 0.0
# Observable: $ \langle \frac{dN_{ch}}{d\eta d\phi} \rangle$
# Subobservable: Leading jet $p_{T} [GeV/c]$
# Title: Transverse region $p_{T} > 0.5$ [GeV/c]
# XScale: linear
# YScale: linear
# XLims: 5.000000e+00 4.500000e+01
# YLims: 0.000000e+00 3.500000e+00
# xmin xmax y y_err
5.000000e+00 7.000000e+00 3.355000e-01 6.000008e-02
7.000000e+00 9.000000e+00 3.368000e-01 4.000012e-02
9.000000e+00 1.100000e+01 3.261000e-01 5.000010e-02
1.100000e+01 1.500000e+01 3.073000e-01 5.000010e-02
1.500000e+01 2.000000e+01 2.547000e-01 5.000040e-02
2.000000e+01 2.500000e+01 2.370000e-01 4.000312e-02
2.500000e+01 3.500000e+01 2.446000e-01 3.201562e-02
3.500000e+01 4.500000e+01 2.410000e-01 3.224903e-02
