# Version 0.0
# Observable: $\frac{1}{2\pi{p_{T}}}\frac{d^2\sigma}{dp_{T}dy}\left[mb(GeV^{-2})c^3\right]$
# Subobservable: $p_T \left[GeV\right]$
# Title: Invariant Cross Section for Kaon$^-$ (y= 3.3)
# XScale: linear
# YScale: log
# XLims: 7.000000e-01 3.800000e+00
# YLims: 9.000000e-07 1.100000e+00
# xmin xmax y y_err
7.000000e-01 7.500000e-01 1.164000e-01 3.573514e-02
7.500000e-01 8.000000e-01 1.687000e-01 2.397102e-02
8.000000e-01 8.500000e-01 1.346000e-01 1.662348e-02
8.500000e-01 9.000000e-01 1.107000e-01 1.301730e-02
9.000000e-01 9.500000e-01 8.849000e-02 1.056482e-02
9.500000e-01 1.000000e+00 6.828000e-02 8.302247e-03
1.000000e+00 1.100000e+00 5.466000e-02 8.943031e-03
1.100000e+00 1.200000e+00 2.982000e-02 4.995438e-03
1.200000e+00 1.300000e+00 1.489000e-02 2.381701e-03
1.300000e+00 1.400000e+00 1.071000e-02 1.692483e-03
1.400000e+00 1.500000e+00 6.984000e-03 1.103154e-03
1.500000e+00 1.600000e+00 4.388000e-03 6.994970e-04
1.600000e+00 1.700000e+00 3.347000e-03 5.408003e-04
1.700000e+00 1.800000e+00 1.851000e-03 3.150698e-04
1.800000e+00 1.900000e+00 1.110000e-03 2.091531e-04
1.900000e+00 2.000000e+00 5.855000e-04 1.134200e-04
2.000000e+00 2.200000e+00 2.937000e-04 5.121035e-05
2.200000e+00 2.400000e+00 1.243000e-04 2.256945e-05
2.400000e+00 2.600000e+00 7.600000e-05 1.431880e-05
2.600000e+00 3.000000e+00 1.791000e-05 3.833797e-06
3.000000e+00 3.400000e+00 5.310000e-06 2.019933e-06
3.400000e+00 3.800000e+00 2.414000e-06 1.657366e-06
