# Version 0.0
# Observable: $\frac{1}{N_{jet}}\frac{dN}{d\xi}$
# Subobservable: $\xi$
# Title: $\xi$ distribution for $p_T$ bin 20.5-24.5
# XScale: linear
# YScale: log
# XLims: 5.000000e-01 4.750000e+00
# YLims: 9.000000e-03 1.100000e+00
# xmin xmax y y_err
5.000000e-01 1.000000e+00 8.100000e-01 1.140175e-01
1.000000e+00 1.500000e+00 9.500000e-01 2.158703e-01
1.500000e+00 2.000000e+00 9.900000e-01 2.039608e-01
2.000000e+00 2.500000e+00 9.900000e-01 1.456022e-01
2.500000e+00 3.000000e+00 7.000000e-01 1.649242e-01
3.000000e+00 3.500000e+00 4.690000e-01 1.518552e-01
3.500000e+00 3.750000e+00 2.720000e-01 1.167604e-01
3.750000e+00 4.000000e+00 1.700000e-01 8.944272e-02
4.000000e+00 4.250000e+00 1.050000e-01 1.352368e-01
4.250000e+00 4.500000e+00 7.000000e-02 7.810250e-02
4.500000e+00 4.750000e+00 7.550000e-02 5.402685e-02
