# Version 0.0
# Observable: $\frac{1}{2\pi{p_{T}}}\frac{d^2\sigma}{dp_{T}dy}\left[mb(GeV^{-2})c^3\right]$
# Subobservable: $p_T \left[GeV\right]$
# Title: Invariant Cross Section for Pion$^-$ (y= 3.3)
# XScale: linear
# YScale: log
# XLims: 2.500000e-01 4.200000e+00
# YLims: 9.000000e-07 1.100000e+02
# xmin xmax y y_err
2.500000e-01 3.000000e-01 2.519000e+01 3.162040e+00
3.000000e-01 3.500000e-01 2.004000e+01 2.025438e+00
3.500000e-01 4.000000e-01 1.717000e+01 1.734013e+00
4.000000e-01 4.500000e-01 1.280000e+01 1.300500e+00
4.500000e-01 5.000000e-01 8.542000e+00 8.740206e-01
5.000000e-01 5.500000e-01 6.620000e+00 6.709136e-01
5.500000e-01 6.000000e-01 5.170000e+00 5.249476e-01
6.000000e-01 6.500000e-01 3.748000e+00 3.861204e-01
6.500000e-01 7.000000e-01 2.816000e+00 2.896204e-01
7.000000e-01 7.500000e-01 2.044000e+00 2.082787e-01
7.500000e-01 8.000000e-01 1.709000e+00 1.736116e-01
8.000000e-01 8.500000e-01 1.286000e+00 1.314002e-01
8.500000e-01 9.000000e-01 9.400000e-01 9.691728e-02
9.000000e-01 9.500000e-01 6.555000e-01 6.863964e-02
9.500000e-01 1.000000e+00 4.656000e-01 4.829959e-02
1.000000e+00 1.100000e+00 2.942000e-01 4.590697e-02
1.100000e+00 1.200000e+00 1.784000e-01 2.788422e-02
1.200000e+00 1.300000e+00 1.110000e-01 1.742642e-02
1.300000e+00 1.400000e+00 6.418000e-02 1.005366e-02
1.400000e+00 1.500000e+00 4.077000e-02 6.351323e-03
1.500000e+00 1.600000e+00 2.577000e-02 4.007119e-03
1.600000e+00 1.700000e+00 1.715000e-02 2.674696e-03
1.700000e+00 1.800000e+00 1.053000e-02 1.646147e-03
1.800000e+00 1.900000e+00 7.007000e-03 1.106884e-03
1.900000e+00 2.000000e+00 4.929000e-03 7.961608e-04
2.000000e+00 2.200000e+00 2.382000e-03 3.815364e-04
2.200000e+00 2.400000e+00 1.016000e-03 1.617714e-04
2.400000e+00 2.600000e+00 4.627000e-04 7.479693e-05
2.600000e+00 3.000000e+00 1.400000e-04 2.299239e-05
3.000000e+00 3.400000e+00 3.163000e-05 7.099894e-06
3.400000e+00 3.800000e+00 9.622000e-06 3.364010e-06
3.800000e+00 4.200000e+00 4.526000e-06 4.124652e-06
