# Version 0.0
# Observable: $1/N_{jets}$
# Subobservable: $R_{g}$
# Title: $R=0.6 ~ 30 < p_{T} < 40$ GeV/$c$
# XScale: linear
# YScale: log
# XLims: 0.000000e+00 6.500000e-01
# YLims: 9.000000e-03 1.100000e+01
# xmin xmax y y_err
0.000000e+00 5.000000e-02 7.170000e-01 1.427725e-01
5.000000e-02 1.000000e-01 2.348000e+00 3.735666e-01
1.000000e-01 1.500000e-01 3.392000e+00 3.060408e-01
1.500000e-01 2.000000e-01 3.149000e+00 1.955326e-01
2.000000e-01 2.500000e-01 2.363000e+00 1.601811e-01
2.500000e-01 3.000000e-01 1.912000e+00 1.436732e-01
3.000000e-01 3.500000e-01 1.492000e+00 1.426359e-01
3.500000e-01 4.000000e-01 1.213000e+00 2.681641e-01
4.000000e-01 4.500000e-01 1.301000e+00 1.907800e-01
4.500000e-01 5.000000e-01 9.680000e-01 1.472209e-01
5.000000e-01 5.500000e-01 7.370000e-01 1.019657e-01
5.500000e-01 6.000000e-01 3.750000e-01 5.813777e-02
6.000000e-01 6.500000e-01 2.800000e-02 1.835756e-02
