# Version 0.0
# Observable: $\frac{1}{N_{jet}}\frac{dN}{d\xi}$
# Subobservable: $\xi$
# Title: $\xi$ distribution for $p_T$ bin 14.5-17.5
# XScale: linear
# YScale: log
# XLims: 5.000000e-01 4.750000e+00
# YLims: 9.000000e-03 1.100000e+01
# xmin xmax y y_err
5.000000e-01 1.000000e+00 6.890000e-01 8.352245e-02
1.000000e+00 1.500000e+00 9.800000e-01 1.598124e-01
1.500000e+00 2.000000e+00 1.088000e+00 1.111980e-01
2.000000e+00 2.500000e+00 8.960000e-01 1.654690e-01
2.500000e+00 3.000000e+00 6.200000e-01 1.524533e-01
3.000000e+00 3.500000e+00 3.370000e-01 9.454100e-02
3.500000e+00 3.750000e+00 1.710000e-01 1.162110e-01
3.750000e+00 4.000000e+00 1.070000e-01 1.470544e-01
4.000000e+00 4.250000e+00 1.011000e-01 1.114460e-01
4.250000e+00 4.500000e+00 6.410000e-02 5.157606e-02
4.500000e+00 4.750000e+00 6.910000e-02 2.746434e-02
