# Version 0.0
# Observable: $\frac{1}{N_{jet}}\frac{dN}{dz_g}$
# Subobservable: $z_g$
# Title: $z_g$ distribution for $p_T$ bin 12.0-14.5
# XScale: linear
# YScale: log
# XLims: 1.000000e-01 5.000000e-01
# YLims: 9.000000e-01 1.100000e+01
# xmin xmax y y_err
1.000000e-01 1.500000e-01 3.630000e+00 5.721888e-01
1.500000e-01 2.000000e-01 3.060000e+00 2.433105e-01
2.000000e-01 2.500000e-01 2.637000e+00 1.469864e-01
2.500000e-01 3.000000e-01 2.470000e+00 1.941649e-01
3.000000e-01 3.500000e-01 2.230000e+00 1.300000e-01
3.500000e-01 4.000000e-01 2.050000e+00 2.137756e-01
4.000000e-01 4.500000e-01 1.960000e+00 2.828427e-01
4.500000e-01 5.000000e-01 1.970000e+00 2.668333e-01
