# Version 0.0
# Observable: $1/N dN/dM_{g} [c^{2}/GeV]$
# Subobservable: $M_{g} [GeV/c^{2}]$
# Title: $R=0.2 ~ 30 < p_{T} < 40$ GeV/$c$
# XScale: linear
# YScale: log
# XLims: 0.000000e+00 1.100000e+01
# YLims: 9.000000e-06 1.100000e+00
# xmin xmax y y_err
0.000000e+00 1.000000e+00 3.530000e-02 7.467262e-03
1.000000e+00 2.000000e+00 1.900000e-01 1.868154e-02
2.000000e+00 3.000000e+00 3.030000e-01 4.031129e-02
3.000000e+00 4.000000e+00 2.500000e-01 2.088061e-02
4.000000e+00 5.000000e+00 1.315000e-01 2.112558e-02
5.000000e+00 6.000000e+00 6.110000e-02 2.004221e-02
6.000000e+00 7.000000e+00 1.980000e-02 1.000800e-02
7.000000e+00 8.000000e+00 7.640000e-03 5.003998e-03
8.000000e+00 9.000000e+00 1.710000e-03 1.304646e-03
9.000000e+00 1.000000e+01 1.360000e-04 2.601557e-04
