# Version 0.0
# Observable: $ \langle p^{ch}_{T} \rangle$
# Subobservable: Leading jet $p_{T} [GeV/c]$
# Title: Transverse region $p_{T} > 0.5$ [GeV/c]
# XScale: linear
# YScale: linear
# XLims: 5.000000e+00 2.500000e+01
# YLims: 0.000000e+00 2.000000e+00
# xmin xmax y y_err
5.000000e+00 7.000000e+00 9.098100e-01 2.300022e-02
7.000000e+00 9.000000e+00 9.163400e-01 3.300015e-02
9.000000e+00 1.100000e+01 9.258900e-01 3.000017e-02
1.100000e+01 1.500000e+01 9.251100e-01 1.700029e-02
1.500000e+01 2.000000e+01 9.406600e-01 7.006426e-03
2.000000e+01 2.500000e+01 9.625100e-01 6.067125e-03
