# Version 0.0
# Observable: $(1/N_\mathrm{events})\; dN_\mathrm{ch}\,/d\eta\, d\phi$
# Subobservable: $p_\mathrm{T}^{\mathrm{max}}$ [GeV]
# Title: TransMIN charged-particle density $\sqrt{s}=300\,\mathrm{GeV}$
# XScale: linear
# YScale: linear
# XLims: 5.000000e-01 1.000000e+01
# YLims: 0.000000e+00 1.313028e+00
# xmin xmax y y_err
5.000000e-01 1.000000e+00 1.080000e-02 2.500000e-03
1.000000e+00 1.500000e+00 4.580000e-02 4.501111e-03
1.500000e+00 2.000000e+00 7.470000e-02 5.508176e-03
2.000000e+00 2.500000e+00 8.880000e-02 7.224957e-03
2.500000e+00 3.000000e+00 9.760000e-02 4.341659e-03
3.000000e+00 3.500000e+00 1.071000e-01 3.807887e-03
3.500000e+00 4.000000e+00 1.162000e-01 4.686150e-03
4.000000e+00 4.500000e+00 1.097000e-01 5.580323e-03
4.500000e+00 5.000000e+00 1.075000e-01 9.693812e-03
5.000000e+00 6.000000e+00 1.040000e-01 7.473286e-03
6.000000e+00 7.000000e+00 1.027000e-01 1.268740e-02
7.000000e+00 8.000000e+00 1.393000e-01 2.340620e-02
8.000000e+00 1.000000e+01 8.340000e-02 2.156038e-02
