# Version 0.0
# Observable: $1/N_{jets}$
# Subobservable: $R_{g}$
# Title: $R=0.6 ~ 15 < p_{T} < 20$ GeV/$c$
# XScale: linear
# YScale: log
# XLims: 0.000000e+00 6.500000e-01
# YLims: 9.000000e-03 1.100000e+01
# xmin xmax y y_err
0.000000e+00 5.000000e-02 2.390000e-01 1.500833e-01
5.000000e-02 1.000000e-01 4.030000e-01 5.622277e-02
1.000000e-01 1.500000e-01 1.021000e+00 6.477654e-02
1.500000e-01 2.000000e-01 1.529000e+00 1.394346e-01
2.000000e-01 2.500000e-01 1.930000e+00 9.066973e-02
2.500000e-01 3.000000e-01 2.098000e+00 2.302173e-01
3.000000e-01 3.500000e-01 2.198000e+00 9.642095e-02
3.500000e-01 4.000000e-01 2.225000e+00 7.553807e-02
4.000000e-01 4.500000e-01 2.461000e+00 1.552611e-01
4.500000e-01 5.000000e-01 2.540000e+00 2.372551e-01
5.000000e-01 5.500000e-01 2.023000e+00 1.522662e-01
5.500000e-01 6.000000e-01 1.255000e+00 1.820989e-01
6.000000e-01 6.500000e-01 7.800000e-02 3.801316e-02
