# Version 0.0
# Observable: $(1/N_\mathrm{events})\; dN_\mathrm{ch}\,/d\eta\, d\phi$
# Subobservable: $p_\mathrm{T}^{\mathrm{max}}$ [GeV]
# Title: TransMAX charged-particle density $\sqrt{s}=300\,\mathrm{GeV}$
# XScale: linear
# YScale: linear
# XLims: 5.000000e-01 1.000000e+01
# YLims: 0.000000e+00 1.660594e+00
# xmin xmax y y_err
5.000000e-01 1.000000e+00 1.233000e-01 2.320022e-02
1.000000e+00 1.500000e+00 2.987000e-01 2.160208e-02
1.500000e+00 2.000000e+00 3.947000e-01 1.981237e-02
2.000000e+00 2.500000e+00 4.441000e-01 1.933727e-02
2.500000e+00 3.000000e+00 4.713000e-01 1.525942e-02
3.000000e+00 3.500000e+00 4.888000e-01 1.515850e-02
3.500000e+00 4.000000e+00 5.011000e-01 1.677200e-02
4.000000e+00 4.500000e+00 4.926000e-01 1.848378e-02
4.500000e+00 5.000000e+00 5.160000e-01 2.238057e-02
5.000000e+00 6.000000e+00 5.022000e-01 2.266297e-02
6.000000e+00 7.000000e+00 5.003000e-01 3.162942e-02
7.000000e+00 8.000000e+00 5.215000e-01 5.373137e-02
8.000000e+00 1.000000e+01 5.016000e-01 6.648015e-02
