# Version 0.0
# Observable: $1/N dN/dM [c^{2}/GeV]$
# Subobservable: $M [GeV/c^{2}]$
# Title: $R=0.6 ~ 30 < p_{T} < 40$ GeV/$c$
# XScale: linear
# YScale: log
# XLims: 1.000000e+00 1.400000e+01
# YLims: 9.000000e-04 1.100000e+00
# xmin xmax y y_err
1.000000e+00 2.000000e+00 3.700000e-03 1.392839e-03
2.000000e+00 3.000000e+00 1.950000e-02 6.040695e-03
3.000000e+00 4.000000e+00 5.890000e-02 1.006032e-02
4.000000e+00 5.000000e+00 1.150000e-01 1.712921e-02
5.000000e+00 6.000000e+00 1.601000e-01 9.241753e-03
6.000000e+00 7.000000e+00 1.606000e-01 8.158431e-03
7.000000e+00 8.000000e+00 1.532000e-01 7.180529e-03
8.000000e+00 9.000000e+00 1.168000e-01 1.205031e-02
9.000000e+00 1.000000e+01 8.260000e-02 8.062258e-03
1.000000e+01 1.100000e+01 5.700000e-02 1.105486e-02
1.100000e+01 1.200000e+01 3.890000e-02 5.063596e-03
1.200000e+01 1.300000e+01 2.120000e-02 9.019978e-03
1.300000e+01 1.400000e+01 1.250000e-02 6.029925e-03
