# Version 0.0
# Observable: $1/N_{jets}$
# Subobservable: $z_{g}$
# Title: $R=0.2 ~ 25 < p_{T} < 30$ GeV/$c$
# XScale: linear
# YScale: log
# XLims: 1.000000e-01 5.000000e-01
# YLims: 9.000000e-01 1.100000e+01
# xmin xmax y y_err
1.000000e-01 1.500000e-01 4.413000e+00 1.206027e-01
1.500000e-01 2.000000e-01 3.507000e+00 2.384366e-01
2.000000e-01 2.500000e-01 2.602000e+00 5.110773e-02
2.500000e-01 3.000000e-01 2.280000e+00 9.992497e-02
3.000000e-01 3.500000e-01 2.064000e+00 9.871677e-02
3.500000e-01 4.000000e-01 1.727000e+00 1.919427e-01
4.000000e-01 4.500000e-01 1.529000e+00 1.137717e-01
4.500000e-01 5.000000e-01 1.545000e+00 1.127874e-01
